grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-01773,PHA-MAG,MED-BCL,0.001,1900,0.005,0.0095,1.8905,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01774,PHA-MAG,MED-BCL,0.001,1900,0.01,0.019,1.881,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01775,PHA-MAG,MED-BCL,0.001,1900,0.05,0.095,1.805,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01776,PHA-MAG,MED-BCL,0.001,1900,0.1,0.19,1.71,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01777,PHA-MAG,MED-BCL,0.001,1900,0.25,0.475,1.425,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01778,PHA-MAG,MED-BCL,0.001,1900,0.5,0.95,0.95,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01779,PHA-MAG,MED-BAS,0.001,1700,0.001,0.0017,1.6983,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01780,PHA-MAG,MED-BAS,0.001,1700,0.005,0.0085,1.6915,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01781,PHA-MAG,MED-BAS,0.001,1700,0.01,0.017,1.683,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01782,PHA-MAG,MED-BAS,0.001,1700,0.05,0.085,1.615,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01783,PHA-MAG,MED-BAS,0.001,1700,0.1,0.17,1.53,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01784,PHA-MAG,MED-BAS,0.001,1700,0.25,0.425,1.275,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01785,PHA-MAG,MED-BAS,0.001,1700,0.5,0.85,0.85,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01786,PHA-MAG,MED-CAR,0.001,1300,0.001,0.0013,1.2987,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01787,PHA-MAG,MED-CAR,0.001,1300,0.005,0.0065,1.2935,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01788,PHA-MAG,MED-CAR,0.001,1300,0.01,0.013,1.287,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01789,PHA-MAG,MED-CAR,0.001,1300,0.05,0.065,1.235,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01790,PHA-MAG,MED-CAR,0.001,1300,0.1,0.13,1.17,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01791,PHA-MAG,MED-CAR,0.001,1300,0.25,0.325,0.975,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01792,PHA-MAG,MED-CAR,0.001,1300,0.5,0.65,0.65,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01793,PHA-MAG,MED-MET,0.001,2300,0.001,0.0023,2.2977,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01794,PHA-MAG,MED-MET,0.001,2300,0.005,0.0115,2.2885,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01795,PHA-MAG,MED-MET,0.001,2300,0.01,0.023,2.277,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01796,PHA-MAG,MED-MET,0.001,2300,0.05,0.115,2.185,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01797,PHA-MAG,MED-MET,0.001,2300,0.1,0.23,2.07,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01798,PHA-MAG,MED-MET,0.001,2300,0.25,0.575,1.725,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01799,PHA-MAG,MED-MET,0.001,2300,0.5,1.15,1.15,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01800,PHA-MAG,MED-ANT,0.001,1500,0.001,0.0015,1.4985,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01801,PHA-MAG,MED-ANT,0.001,1500,0.005,0.0075,1.4925,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01802,PHA-MAG,MED-ANT,0.001,1500,0.01,0.015,1.485,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01803,PHA-MAG,MED-ANT,0.001,1500,0.05,0.075,1.425,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01804,PHA-MAG,MED-ANT,0.001,1500,0.1,0.15,1.35,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01805,PHA-MAG,MED-ANT,0.001,1500,0.25,0.375,1.125,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01806,PHA-MAG,MED-ANT,0.001,1500,0.5,0.75,0.75,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01807,PHA-MAG,MED-GLS,0.001,1550,0.001,0.00155,1.54845,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01808,PHA-MAG,MED-GLS,0.001,1550,0.005,0.00775,1.54225,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01809,PHA-MAG,MED-GLS,0.001,1550,0.01,0.0155,1.5345,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01810,PHA-MAG,MED-GLS,0.001,1550,0.05,0.0775,1.4725,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01811,PHA-MAG,MED-GLS,0.001,1550,0.1,0.155,1.395,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01812,PHA-MAG,MED-GLS,0.001,1550,0.25,0.3875,1.1625,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01813,PHA-MAG,MED-GLS,0.001,1550,0.5,0.775,0.775,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01814,PHA-MAG,MED-ICY,0.001,900,0.001,0.0009,0.8991,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01815,PHA-MAG,MED-ICY,0.001,900,0.005,0.0045,0.8955,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01816,PHA-MAG,MED-ICY,0.001,900,0.01,0.009,0.891,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01817,PHA-MAG,MED-ICY,0.001,900,0.05,0.045,0.855,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01818,PHA-MAG,MED-ICY,0.001,900,0.1,0.09,0.81,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01819,PHA-MAG,MED-ICY,0.001,900,0.25,0.225,0.675,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01820,PHA-MAG,MED-ICY,0.001,900,0.5,0.45,0.45,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01821,PHA-HEM,MED-GRV,0.001,1600,0.001,0.0016,1.5984,engineering_screening_range,phase purity required
BMG-01822,PHA-HEM,MED-GRV,0.001,1600,0.005,0.008,1.592,engineering_screening_range,phase purity required
BMG-01823,PHA-HEM,MED-GRV,0.001,1600,0.01,0.016,1.584,engineering_screening_range,phase purity required
BMG-01824,PHA-HEM,MED-GRV,0.001,1600,0.05,0.08,1.52,engineering_screening_range,phase purity required
BMG-01825,PHA-HEM,MED-GRV,0.001,1600,0.1,0.16,1.44,engineering_screening_range,phase purity required
BMG-01826,PHA-HEM,MED-GRV,0.001,1600,0.25,0.4,1.2,engineering_screening_range,phase purity required
BMG-01827,PHA-HEM,MED-GRV,0.001,1600,0.5,0.8,0.8,engineering_screening_range,phase purity required
BMG-01828,PHA-HEM,MED-SND,0.001,1650,0.001,0.00165,1.64835,engineering_screening_range,phase purity required
BMG-01829,PHA-HEM,MED-SND,0.001,1650,0.005,0.00825,1.64175,engineering_screening_range,phase purity required
BMG-01830,PHA-HEM,MED-SND,0.001,1650,0.01,0.0165,1.6335,engineering_screening_range,phase purity required
BMG-01831,PHA-HEM,MED-SND,0.001,1650,0.05,0.0825,1.5675,engineering_screening_range,phase purity required
BMG-01832,PHA-HEM,MED-SND,0.001,1650,0.1,0.165,1.485,engineering_screening_range,phase purity required
BMG-01833,PHA-HEM,MED-SND,0.001,1650,0.25,0.4125,1.2375,engineering_screening_range,phase purity required
BMG-01834,PHA-HEM,MED-SND,0.001,1650,0.5,0.825,0.825,engineering_screening_range,phase purity required
BMG-01835,PHA-HEM,MED-CLY,0.001,1800,0.001,0.0018,1.7982,engineering_screening_range,phase purity required
BMG-01836,PHA-HEM,MED-CLY,0.001,1800,0.005,0.009,1.791,engineering_screening_range,phase purity required
BMG-01837,PHA-HEM,MED-CLY,0.001,1800,0.01,0.018,1.782,engineering_screening_range,phase purity required
BMG-01838,PHA-HEM,MED-CLY,0.001,1800,0.05,0.09,1.71,engineering_screening_range,phase purity required
BMG-01839,PHA-HEM,MED-CLY,0.001,1800,0.1,0.18,1.62,engineering_screening_range,phase purity required
BMG-01840,PHA-HEM,MED-CLY,0.001,1800,0.25,0.45,1.35,engineering_screening_range,phase purity required
BMG-01841,PHA-HEM,MED-CLY,0.001,1800,0.5,0.9,0.9,engineering_screening_range,phase purity required
BMG-01842,PHA-HEM,MED-BCL,0.001,1900,0.001,0.0019,1.8981,engineering_screening_range,phase purity required
BMG-01843,PHA-HEM,MED-BCL,0.001,1900,0.005,0.0095,1.8905,engineering_screening_range,phase purity required
BMG-01844,PHA-HEM,MED-BCL,0.001,1900,0.01,0.019,1.881,engineering_screening_range,phase purity required
BMG-01845,PHA-HEM,MED-BCL,0.001,1900,0.05,0.095,1.805,engineering_screening_range,phase purity required
BMG-01846,PHA-HEM,MED-BCL,0.001,1900,0.1,0.19,1.71,engineering_screening_range,phase purity required
BMG-01847,PHA-HEM,MED-BCL,0.001,1900,0.25,0.475,1.425,engineering_screening_range,phase purity required
BMG-01848,PHA-HEM,MED-BCL,0.001,1900,0.5,0.95,0.95,engineering_screening_range,phase purity required
BMG-01849,PHA-HEM,MED-BAS,0.001,1700,0.001,0.0017,1.6983,engineering_screening_range,phase purity required
BMG-01850,PHA-HEM,MED-BAS,0.001,1700,0.005,0.0085,1.6915,engineering_screening_range,phase purity required
BMG-01851,PHA-HEM,MED-BAS,0.001,1700,0.01,0.017,1.683,engineering_screening_range,phase purity required
BMG-01852,PHA-HEM,MED-BAS,0.001,1700,0.05,0.085,1.615,engineering_screening_range,phase purity required
BMG-01853,PHA-HEM,MED-BAS,0.001,1700,0.1,0.17,1.53,engineering_screening_range,phase purity required
BMG-01854,PHA-HEM,MED-BAS,0.001,1700,0.25,0.425,1.275,engineering_screening_range,phase purity required
BMG-01855,PHA-HEM,MED-BAS,0.001,1700,0.5,0.85,0.85,engineering_screening_range,phase purity required
BMG-01856,PHA-HEM,MED-CAR,0.001,1300,0.001,0.0013,1.2987,engineering_screening_range,phase purity required
BMG-01857,PHA-HEM,MED-CAR,0.001,1300,0.005,0.0065,1.2935,engineering_screening_range,phase purity required
BMG-01858,PHA-HEM,MED-CAR,0.001,1300,0.01,0.013,1.287,engineering_screening_range,phase purity required
BMG-01859,PHA-HEM,MED-CAR,0.001,1300,0.05,0.065,1.235,engineering_screening_range,phase purity required
BMG-01860,PHA-HEM,MED-CAR,0.001,1300,0.1,0.13,1.17,engineering_screening_range,phase purity required
BMG-01861,PHA-HEM,MED-CAR,0.001,1300,0.25,0.325,0.975,engineering_screening_range,phase purity required
BMG-01862,PHA-HEM,MED-CAR,0.001,1300,0.5,0.65,0.65,engineering_screening_range,phase purity required
BMG-01863,PHA-HEM,MED-MET,0.001,2300,0.001,0.0023,2.2977,engineering_screening_range,phase purity required
BMG-01864,PHA-HEM,MED-MET,0.001,2300,0.005,0.0115,2.2885,engineering_screening_range,phase purity required
BMG-01865,PHA-HEM,MED-MET,0.001,2300,0.01,0.023,2.277,engineering_screening_range,phase purity required
BMG-01866,PHA-HEM,MED-MET,0.001,2300,0.05,0.115,2.185,engineering_screening_range,phase purity required
BMG-01867,PHA-HEM,MED-MET,0.001,2300,0.1,0.23,2.07,engineering_screening_range,phase purity required
BMG-01868,PHA-HEM,MED-MET,0.001,2300,0.25,0.575,1.725,engineering_screening_range,phase purity required
BMG-01869,PHA-HEM,MED-MET,0.001,2300,0.5,1.15,1.15,engineering_screening_range,phase purity required
BMG-01870,PHA-HEM,MED-ANT,0.001,1500,0.001,0.0015,1.4985,engineering_screening_range,phase purity required
BMG-01871,PHA-HEM,MED-ANT,0.001,1500,0.005,0.0075,1.4925,engineering_screening_range,phase purity required
BMG-01872,PHA-HEM,MED-ANT,0.001,1500,0.01,0.015,1.485,engineering_screening_range,phase purity required
BMG-01873,PHA-HEM,MED-ANT,0.001,1500,0.05,0.075,1.425,engineering_screening_range,phase purity required
BMG-01874,PHA-HEM,MED-ANT,0.001,1500,0.1,0.15,1.35,engineering_screening_range,phase purity required
BMG-01875,PHA-HEM,MED-ANT,0.001,1500,0.25,0.375,1.125,engineering_screening_range,phase purity required
BMG-01876,PHA-HEM,MED-ANT,0.001,1500,0.5,0.75,0.75,engineering_screening_range,phase purity required
BMG-01877,PHA-HEM,MED-GLS,0.001,1550,0.001,0.00155,1.54845,engineering_screening_range,phase purity required
BMG-01878,PHA-HEM,MED-GLS,0.001,1550,0.005,0.00775,1.54225,engineering_screening_range,phase purity required
BMG-01879,PHA-HEM,MED-GLS,0.001,1550,0.01,0.0155,1.5345,engineering_screening_range,phase purity required
BMG-01880,PHA-HEM,MED-GLS,0.001,1550,0.05,0.0775,1.4725,engineering_screening_range,phase purity required
BMG-01881,PHA-HEM,MED-GLS,0.001,1550,0.1,0.155,1.395,engineering_screening_range,phase purity required
BMG-01882,PHA-HEM,MED-GLS,0.001,1550,0.25,0.3875,1.1625,engineering_screening_range,phase purity required
BMG-01883,PHA-HEM,MED-GLS,0.001,1550,0.5,0.775,0.775,engineering_screening_range,phase purity required
BMG-01884,PHA-HEM,MED-ICY,0.001,900,0.001,0.0009,0.8991,engineering_screening_range,phase purity required
BMG-01885,PHA-HEM,MED-ICY,0.001,900,0.005,0.0045,0.8955,engineering_screening_range,phase purity required
BMG-01886,PHA-HEM,MED-ICY,0.001,900,0.01,0.009,0.891,engineering_screening_range,phase purity required
BMG-01887,PHA-HEM,MED-ICY,0.001,900,0.05,0.045,0.855,engineering_screening_range,phase purity required
BMG-01888,PHA-HEM,MED-ICY,0.001,900,0.1,0.09,0.81,engineering_screening_range,phase purity required
BMG-01889,PHA-HEM,MED-ICY,0.001,900,0.25,0.225,0.675,engineering_screening_range,phase purity required
BMG-01890,PHA-HEM,MED-ICY,0.001,900,0.5,0.45,0.45,engineering_screening_range,phase purity required
BMG-01891,PHA-TRO,MED-GRV,0.001,1600,0.001,0.0016,1.5984,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01892,PHA-TRO,MED-GRV,0.001,1600,0.005,0.008,1.592,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01893,PHA-TRO,MED-GRV,0.001,1600,0.01,0.016,1.584,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01894,PHA-TRO,MED-GRV,0.001,1600,0.05,0.08,1.52,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01895,PHA-TRO,MED-GRV,0.001,1600,0.1,0.16,1.44,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01896,PHA-TRO,MED-GRV,0.001,1600,0.25,0.4,1.2,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01897,PHA-TRO,MED-GRV,0.001,1600,0.5,0.8,0.8,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01898,PHA-TRO,MED-SND,0.001,1650,0.001,0.00165,1.64835,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01899,PHA-TRO,MED-SND,0.001,1650,0.005,0.00825,1.64175,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01900,PHA-TRO,MED-SND,0.001,1650,0.01,0.0165,1.6335,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01901,PHA-TRO,MED-SND,0.001,1650,0.05,0.0825,1.5675,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01902,PHA-TRO,MED-SND,0.001,1650,0.1,0.165,1.485,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01903,PHA-TRO,MED-SND,0.001,1650,0.25,0.4125,1.2375,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01904,PHA-TRO,MED-SND,0.001,1650,0.5,0.825,0.825,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01905,PHA-TRO,MED-CLY,0.001,1800,0.001,0.0018,1.7982,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01906,PHA-TRO,MED-CLY,0.001,1800,0.005,0.009,1.791,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01907,PHA-TRO,MED-CLY,0.001,1800,0.01,0.018,1.782,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01908,PHA-TRO,MED-CLY,0.001,1800,0.05,0.09,1.71,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01909,PHA-TRO,MED-CLY,0.001,1800,0.1,0.18,1.62,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01910,PHA-TRO,MED-CLY,0.001,1800,0.25,0.45,1.35,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01911,PHA-TRO,MED-CLY,0.001,1800,0.5,0.9,0.9,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01912,PHA-TRO,MED-BCL,0.001,1900,0.001,0.0019,1.8981,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01913,PHA-TRO,MED-BCL,0.001,1900,0.005,0.0095,1.8905,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01914,PHA-TRO,MED-BCL,0.001,1900,0.01,0.019,1.881,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01915,PHA-TRO,MED-BCL,0.001,1900,0.05,0.095,1.805,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01916,PHA-TRO,MED-BCL,0.001,1900,0.1,0.19,1.71,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01917,PHA-TRO,MED-BCL,0.001,1900,0.25,0.475,1.425,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01918,PHA-TRO,MED-BCL,0.001,1900,0.5,0.95,0.95,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01919,PHA-TRO,MED-BAS,0.001,1700,0.001,0.0017,1.6983,engineering_screening_range,confirm mineralogy and stoichiometry
BMG-01920,PHA-TRO,MED-BAS,0.001,1700,0.005,0.0085,1.6915,engineering_screening_range,confirm mineralogy and stoichiometry
